sale_id,sale_date,customer_id,product_id,quantity,unit_price,total_amount,store_id,payment_type,discount
1051,2020-10-28,1006.0,13,-1,2886,-2886,S02,NetBanking,0
1052,2022-04-05,1092.0,337,3,0,-303,,cash ,10
1053,2018.06.13,854.0,89,-1,0,0,S01,CASH,0
1054,2017-05-22,530.0,X300,-1,N/A,error,S03,card,N/A
1054,2017.04.03,582.0,X300,1,3344,3344,S02,cash ,N/A
1056,Jul 12 2018,537.0,,1,205,205, ,upi,-50
1057,13/08/2021,1028.0,471,one,₹538,error,S02,cash ,-50
1058,2024.09.06,1406.0,X300,-1,"₹3,855",-3855,,NetBanking,-50
1059,2021.08.19,271.0,406,1,"₹3,685",3685,S03,NetBanking,5%
1060,Feb 15 2019,870.0,X300,one,"₹4,340",error,S02,card,5%
1061,Dec 03 2021,469.0,X300,1,1232,1232,S02,CASH,10
1062,Sep 27 2018,82.0,62,-1,"₹3,343",-3343,S03,NetBanking,0
1063,Jul 08 2024,315.0,182,one,"₹2,315",error,S03,Credit Card,10
1064,29/12/2015,34.0,X300,1,"₹2,245",2245,S03,cash ,10
1065,Nov 09 2021,1570.0,,1,0,16,,Credit Card,0
1066,16/11/2024,245.0,X300,2,0,0, ,NetBanking,-50
1067,Oct 07 2025,84.0,X300,one,555,error,S03,upi,10
1068,Sep 08 2025,146.0,,one,"₹4,901",error,S01,upi,N/A
1069,2015-03-12,497.0,168,2,2114,4228,S01,CASH,10
1070,2017-07-26,1112.0,X300,1,0,15,,card,10
1071,Jun 29 2015,299.0,,3,N/A,error,,upi,-50
1072,2025.08.03,205.0,,one,"₹2,349",error, ,cash ,-50
1073,2015.09.25,505.0,X300,one,"₹4,890",error,,upi,-50
1074,Jul 03 2025,878.0,,0,N/A,error,S02,cash ,10
1075,Aug 30 2020,1012.0,X300,1,"₹4,099",4099,S03,CASH,-50
1076,2020-01-22,579.0,,one,₹238,error,S03,upi,5%
1077,Jan 18 2021,1288.0,261,2,N/A,error,S01,card,-50
1078,Oct 25 2023,1210.0,,3,2012,6036,,cash ,-50
1079,Apr 28 2015,753.0,,2,0,0,S02,NetBanking,-50
1080,2023-10-15,60.0,259,-1,0,0, ,card,-50
1081,2024.04.07,1295.0,,-1,N/A,error,S02,cash ,0
1082,2019-12-23,1411.0,X300,one,0,error,,card,5%
1083,2024.01.01,513.0,357,0,N/A,error,,CASH,5%
1083,2020.01.10,669.0,178,-1,1626,-1626,,cash ,10
1085,2024.01.21,779.0,,1,0,0,S03,card,N/A
1086,Aug 05 2020,1563.0,,3,N/A,error,S01,card,5%
1087,Feb 06 2018,447.0,33,0,"₹1,689",0,S03,NetBanking,N/A
1088,Sep 13 2019,943.0,X300,-1,"₹2,860",-2860,S01,CASH,10
1089,2019-10-26,734.0,X300,1,N/A,error,,cash ,-50
1090,Aug 31 2021,1051.0,,3,N/A,error,S02,Credit Card,N/A
1091,2020-06-09,57.0,,2,4467,8934, ,card,10
1092,02/10/2017,1006.0,188,2,1950,3900,S03,CASH,N/A
1093,May 19 2019,133.0,X300,3,4526,13578,S01,card,5%
1094,22/04/2019,239.0,,one,0,error,S02,cash ,0
1095,2023-10-04,192.0,,-1,0,0,,card,-50
1096,2025.07.20,76.0,X300,2,N/A,error,S01,NetBanking,-50
1097,2019.03.15,125.0,X300,2,0,0,,upi,10
1098,Jan 03 2017,796.0,,1,N/A,error,S03,Credit Card,N/A
1099,2018.07.01,1322.0,,3,0,0,S02,NetBanking,5%
1100,Oct 22 2025,1350.0,311,1,0,0,,card,-50
1101,2025-10-14,1573.0,150,one,N/A,error,,upi,10
1102,Jul 16 2018,1369.0,X300,0,2013,0,S03,NetBanking,5%
1103,2016-11-18,642.0,,one,0,error,,Credit Card,0
1104,2019.10.14,312.0,,1,1084,1084,S02,CASH,5%
1105,27/08/2019,1249.0,,0,N/A,error,S01,Credit Card,N/A
1106,Sep 19 2019,111.0,X300,3,0,0,S01,Credit Card,0
1107,2024.11.10,991.0,362,1,N/A,error,,cash ,10
1108,2020-02-23,211.0,,3,N/A,error,S01,NetBanking,-50
1109,2024-03-14,1027.0,X300,3,3405,10215,,card,5%
1110,2020.10.24,117.0,,-1,0,116, ,card,-50
1111,18/04/2024,1560.0,109,3,N/A,error,S01,card,5%
1112,2022.05.09,888.0,X300,0,N/A,error,,card,0
1113,2025.05.21,867.0,,2,0,0,S01,card,10
1114,Mar 06 2017,1329.0,434,0,"₹1,520",0,S02,card,5%
1115,Feb 25 2019,1445.0,,0,₹860,0,S02,Credit Card,N/A
1116,2017.08.08,290.0,X300,-1,0,-404,,Credit Card,N/A
1117,2016-03-24,1129.0,19,2,0,0,S01,cash ,N/A
1118,2021-08-13,393.0,,one,N/A,error,S02,NetBanking,N/A
1119,07/11/2022,609.0,,2,0,0,,card,-50
1120,May 08 2016,305.0,203,-1,4182,-4182,,cash ,10
1121,15/01/2016,1086.0,484,one,0,error,S03,upi,5%
1122,12/12/2018,375.0,303,3,N/A,error,S02,Credit Card,-50
1123,2021-11-20,569.0,108,1,₹380,380, ,card,N/A
1124,Apr 14 2017,22.0,X300,-1,0,0,S03,upi,5%
1125,May 29 2017,426.0,X300,0,0,0,,upi,10
1126,Aug 24 2025,1482.0,124,0,N/A,error,S02,Credit Card,-50
1127,2024-10-24,124.0,99,3,"₹2,476",7428,S03,NetBanking,-50
1128,2020.09.11,484.0,,3,2031,6089,,Credit Card,0
1129,Jan 08 2018,1024.0,X300,0,2229,0,S02,Credit Card,N/A
1130,29/05/2021,229.0,X300,-1,0,-162,S03,Credit Card,-50
1131,2018-09-05,683.0,,3,310,930,S01,Credit Card,0
1132,2019-04-27,37.0,371,2,"₹3,539",7078,S01,cash ,0
1133,Jan 29 2016,990.0,269,0,"₹3,076",0,,cash ,-50
1134,2023-10-15,743.0,X300,-1,0,0,S01,Credit Card,5%
1135,Jun 20 2024,4.0,,2,"₹4,928",9856, ,upi,0
1136,Dec 19 2022,1496.0,X300,-1,"₹3,500",-3500,S01,cash ,-50
1137,2025.05.15,970.0,,-1,"₹1,632",-1683,S01,Credit Card,5%
1138,01/07/2024,330.0,169,-1,₹921,-921, ,upi,N/A
1139,15/08/2020,854.0,,2,0,0,S03,NetBanking,0
1140,2017-04-04,362.0,X300,one,"₹1,587",error,,NetBanking,10
1141,22/10/2016,1523.0,X300,-1,546,-546,,card,N/A
1142,04/10/2019,851.0,544,0,"₹4,864",0,S02,CASH,0
1143,2015-07-19,141.0,,3,N/A,error,S01,CASH,10
1144,03/08/2016,179.0,X300,1,4033,4033,S02,NetBanking,N/A
1145,2018.01.22,366.0,,3,1145,3388,S03,NetBanking,0
1146,2016.04.23,1034.0,,1,4925,5068,S03,NetBanking,0
1147,09/11/2016,1486.0,352,1,617,617,S01,card,10
1148,2020-03-29,400.0,,-1,3832,-3832, ,CASH,-50
1149,2020-07-11,1230.0,96,1,3694,3694,S03,upi,0
1150,May 10 2016,652.0,420,3,0,0,S01,cash ,5%
1151,27/02/2024,958.0,344,-1,"₹2,523",-2523, ,NetBanking,10
1152,29/07/2017,1500.0,X300,3,N/A,error,S03,card,-50
1153,Apr 21 2025,554.0,,1,"₹4,610",4610,S03,cash ,5%
1154,2020-04-30,965.0,X300,-1,4627,-4627, ,upi,N/A
1155,2019-05-17,70.0,292,0,0,371,S01,CASH,0
1156,2024-08-20,660.0,,0,"₹2,958",0,S01,card,N/A
1157,2019-10-23,128.0,X300,one,4698,error,S02,upi,N/A
1158,2017.11.24,627.0,,3,0,0,S03,upi,N/A
1159,26/08/2023,1223.0,353,one,0,error,,NetBanking,-50
1160,2021.11.26,163.0,X300,1,"₹4,476",4912,S02,cash ,-50
1161,2017.02.18,1093.0,422,2,0,0, ,card,0
1162,Mar 23 2025,1028.0,456,1,1779,1779,,Credit Card,-50
1163,2021-06-10,1596.0,X300,0,"₹4,843",0,S02,upi,-50
1164,2022.02.07,54.0,X300,3,498,1494, ,NetBanking,N/A
1165,07/01/2024,745.0,,1,0,0,S02,cash ,-50
1166,2019-12-16,539.0,,-1,0,0,S01,CASH,5%
1167,Aug 07 2025,1168.0,451,1,0,0,S01,cash ,0
1168,May 24 2016,578.0,459,3,1937,5916,S03,cash ,5%
1169,Oct 14 2017,1545.0,,one,₹474,error,S03,Credit Card,0
1170,2018-08-17,22.0,X300,3,3199,9597,,cash ,10
1171,22/05/2015,1470.0,X300,-1,"₹3,673",-3673,S02,Credit Card,10
1172,2020.07.09,1392.0,474,1,0,0,,Credit Card,-50
1173,Sep 04 2021,502.0,X300,0,1252,0,,Credit Card,-50
1174,2015-02-02,1011.0,525,3,"₹1,312",3790,S01,CASH,5%
1175,2023-01-24,992.0,X300,0,₹581,0,,cash ,0
1176,2019-09-21,1332.0,462,-1,0,0,S02,upi,5%
1177,07/06/2021,1249.0,,one,N/A,error, ,cash ,10
1178,10/06/2018,563.0,63,0,₹577,0,,cash ,5%
1179,Feb 14 2020,222.0,X300,one,2662,error, ,Credit Card,10
1180,2020-09-09,1104.0,,3,4112,12336,S02,CASH,0
1181,2019-12-28,217.0,126,1,0,0, ,cash ,-50
1182,2019-07-28,1251.0,X300,2,"₹3,860",7805,,Credit Card,N/A
1183,Apr 02 2015,270.0,X300,one,3225,error,S02,card,0
1184,Jan 08 2017,240.0,X300,3,₹970,2910,,upi,N/A
1185,07/03/2018,1304.0,,0,0,0,S01,CASH,N/A
1186,2020-07-23,327.0,,3,"₹3,796",11388,S02,upi,-50
1187,Dec 11 2018,1521.0,140,-1,N/A,error,S02,card,-50
1188,2021-08-17,346.0,514,1,0,0,,Credit Card,N/A
1189,2023-08-21,442.0,375,0,1545,0,S02,CASH,N/A
1190,25/03/2018,1013.0,X300,0,N/A,error, ,Credit Card,5%
1191,2016.04.13,749.0,,3,"₹1,636",4908, ,cash ,5%
1192,2016-12-13,980.0,512,0,0,-430, ,card,N/A
1193,31/03/2022,1194.0,388,-1,N/A,error,S02,upi,N/A
1194,2019.03.02,1482.0,X300,1,"₹2,641",2641,S01,CASH,0
1195,Jun 29 2015,1149.0,X300,1,3712,3712,S02,CASH,-50
1196,2025.11.07,406.0,,one,0,error,,cash ,-50
1197,2021-06-07,743.0,,2,0,0,S03,card,-50
1198,2024.04.06,1399.0,119,one,"₹4,300",error,,cash ,0
1199,Jun 04 2023,1233.0,,2,0,-482,S03,Credit Card,10
1200,Jun 07 2025,345.0,,-1,0,0,S03,card,-50
1201,2018.11.08,799.0,,2,1221,2442,,upi,-50
1202,2024.03.14,126.0,9,1,N/A,error, ,upi,5%
1203,2018-03-27,310.0,X300,1,"₹4,950",4950,S01,card,5%
1204,16/01/2021,1201.0,,2,0,0,S01,CASH,10
1205,2015-07-05,1016.0,259,-1,0,0,S02,Credit Card,10
1206,2019-04-24,1489.0,X300,-1,"₹1,836",-1836, ,Credit Card,10
1207,14/08/2024,323.0,X300,-1,"₹2,340",-2340, ,CASH,-50
1208,Oct 11 2016,91.0,223,2,N/A,error,S02,CASH,N/A
1209,2025.06.17,1081.0,X300,3,0,0,S03,NetBanking,0
1210,08/12/2015,592.0,X300,0,1893,0,S01,CASH,-50
1211,21/10/2022,306.0,,0,0,0,S02,cash ,N/A
1212,07/11/2021,835.0,X300,3,4582,13746,,upi,0
1213,2021.08.30,582.0,,3,N/A,error,S03,CASH,-50
1214,21/04/2021,336.0,237,one,0,error,S03,cash ,10
1215,07/01/2020,1009.0,349,2,N/A,error,S02,cash ,10
1216,Aug 17 2016,517.0,X300,1,N/A,error,,Credit Card,N/A
1217,Mar 17 2024,192.0,,3,N/A,error,S01,NetBanking,-50
1218,2022.02.02,690.0,18,2,"₹1,955",3910,S02,upi,-50
1219,15/01/2025,904.0,,3,₹550,1650,S02,card,10
1220,17/12/2016,1292.0,441,2,0,0, ,cash ,N/A
1221,May 31 2023,34.0,X300,one,0,error,,cash ,N/A
1222,2025-08-14,1180.0,,2,0,0,,upi,-50
1223,11/07/2021,1078.0,X300,1,₹247,247,S01,cash ,10
1224,Apr 02 2018,392.0,129,2,"₹3,123",6482,S01,CASH,0
1225,2019-05-25,201.0,X300,0,"₹1,715",114,S03,NetBanking,0
1226,2022.07.02,846.0,,1,0,0,S02,CASH,-50
1227,2015-03-18,1080.0,16,0,0,0,S03,Credit Card,0
1228,2020.08.26,1352.0,,2,0,-487,S01,CASH,5%
1229,2025.11.04,436.0,,-1,3864,-3864,,CASH,0
1230,02/11/2024,488.0,432,2,N/A,error, ,card,0
1231,2016-06-01,81.0,X300,1,"₹1,314",1314,S01,card,N/A
1232,2022-08-02,577.0,,1,N/A,error,S01,cash ,N/A
1233,2017-09-14,68.0,,one,0,error,S03,upi,10
1234,04/05/2023,337.0,485,1,"₹2,381",2100,S03,Credit Card,10
1235,05/02/2024,402.0,234,one,0,error, ,upi,0
1236,Dec 07 2015,1597.0,,-1,N/A,error,,CASH,N/A
1237,Aug 11 2025,458.0,X300,1,702,702,S02,Credit Card,10
1238,13/12/2020,826.0,,2,N/A,error,S01,Credit Card,0
1239,15/12/2019,355.0,214,1,1834,1916,S03,cash ,N/A
1240,09/04/2018,296.0,X300,2,"₹2,341",4682,S01,card,0
1241,Mar 22 2024,692.0,X300,3,"₹1,256",3768, ,card,N/A
1242,2016-12-07,58.0,319,1,1339,1339,,cash ,-50
1243,Oct 12 2021,536.0,X300,-1,1737,-1737,,card,10
1244,2018-11-16,1290.0,X300,0,N/A,error, ,NetBanking,N/A
1245,2019.03.19,1415.0,X300,1,0,0, ,upi,N/A
1246,2024-12-30,375.0,X300,-1,N/A,error, ,NetBanking,5%
1247,Jul 07 2018,777.0,X300,0,"₹4,562",0,S03,Credit Card,-50
1248,2017.10.09,327.0,535,2,434,1046,S02,Credit Card,10
1249,2019.09.15,466.0,321,one,2262,error,S01,NetBanking,N/A
1250,Dec 02 2023,931.0,198,one,0,error,S01,CASH,0
1251,Jun 12 2020,1157.0,,2,"₹2,299",4598,S01,NetBanking,0
1252,2015.09.13,759.0,347,2,"₹3,052",6118, ,CASH,N/A
1253,2020.12.29,584.0,,1,4664,4664,,card,N/A
1254,09/11/2019,1304.0,,0,N/A,error, ,upi,0
1255,2024.09.26,976.0,X300,0,₹799,0,S01,upi,10
1256,Aug 22 2017,899.0,X300,one,629,error,S01,card,0
1257,Aug 18 2015,1305.0,X300,-1,N/A,error, ,Credit Card,10
1258,2024.12.14,609.0,,one,1795,error,S02,Credit Card,0
1259,2016-06-14,1291.0,511,0,₹146,0, ,CASH,N/A
1260,Oct 30 2021,892.0,X300,2,3340,6680,,card,5%
1261,2017-08-26,1196.0,,0,3635,0,S02,upi,5%
1262,Nov 12 2023,1249.0,X300,-1,653,-653,S02,CASH,5%
1263,2016.03.15,1473.0,,3,N/A,error,S01,cash ,-50
1264,2015-02-24,1454.0,390,1,3654,3654, ,cash ,10
1265,26/11/2023,1094.0,X300,1,"₹1,719",1719,S02,CASH,10
1266,2019-03-14,830.0,,one,N/A,error,S03,Credit Card,0
1267,2025-06-21,741.0,X300,3,0,0,S03,NetBanking,0
1268,2019-12-03,868.0,,one,N/A,error,,card,10
1269,04/02/2023,303.0,,3,0,212,,NetBanking,N/A
1270,Oct 29 2021,675.0,34,1,2656,2656,S01,CASH,0
1271,Jun 19 2023,622.0,456,one,0,error,S03,NetBanking,-50
1272,Jun 25 2018,844.0,X300,0,0,0, ,cash ,5%
1273,2016-07-08,359.0,392,1,1252,1252,S03,CASH,10
1274,2020.06.16,251.0,X300,-1,N/A,error,,card,-50
1275,21/03/2019,690.0,40,3,N/A,error,S02,Credit Card,10
1276,23/03/2016,1250.0,X300,-1,866,-866,,cash ,-50
1277,02/02/2023,769.0,216,3,"₹4,879",14637,S02,NetBanking,5%
1278,23/09/2020,1278.0,346,-1,2190,-2190,S01,cash ,10
1279,2025-09-02,638.0,190,-1,"₹1,441",-1311,S01,card,5%
1280,2015.02.04,1278.0,,3,0,0,,NetBanking,10
1281,2017.07.31,635.0,,1,0,0,S02,cash ,5%
1282,2025.04.29,414.0,79,3,"₹1,165",3495, ,upi,-50
1283,15/12/2019,10.0,,1,0,0,S02,card,0
1284,14/05/2024,303.0,X300,-1,4699,-4699,S01,card,0
1285,May 22 2015,496.0,,0,1515,-75,S01,cash ,N/A
1286,2021-03-29,883.0,X300,3,0,15,S01,NetBanking,5%
1287,2015-04-05,308.0,,0,"₹3,134",0, ,card,N/A
1288,2021.11.06,531.0,,1,0,0,S01,NetBanking,N/A
1289,16/02/2018,1336.0,,1,0,0,S03,cash ,10
1290,29/01/2018,322.0,X300,-1,2078,-2078,,cash ,N/A
1291,Mar 05 2019,75.0,51,0,0,0,S01,cash ,10
1292,2019.07.04,736.0,485,1,0,0,,upi,5%
1293,Feb 16 2021,643.0,X300,0,1452,-430, ,Credit Card,10
1294,2024-05-20,816.0,X300,one,0,error,,NetBanking,10
1295,2025-06-03,63.0,111,1,N/A,error,,cash ,-50
1296,01/01/2015,669.0,533,2,0,200, ,Credit Card,0
1297,30/10/2018,1048.0,,1,₹855,1057,S03,cash ,N/A
1298,2023.02.20,801.0,,2,N/A,error, ,Credit Card,10
1299,Mar 16 2017,1598.0,X300,2,₹174,348,S01,cash ,0
1300,20/07/2020,439.0,,3,622,1866,S02,Credit Card,0
1301,2024.05.12,747.0,X300,3,N/A,error,S02,card,0
1302,2019.12.22,375.0,X300,1,0,0, ,card,5%
1303,2021-12-13,1392.0,X300,-1,₹614,-614,S02,cash ,N/A
1304,2025.04.26,1130.0,X300,-1,0,0,,upi,-50
1305,04/07/2024,1085.0,,2,N/A,error,S02,upi,0
1306,2021.07.05,399.0,451,2,1642,3686,S03,card,0
1307,08/06/2022,1378.0,58,1,N/A,error,,upi,0
1308,2025-03-05,1162.0,,1,N/A,error,S02,CASH,5%
1309,Nov 07 2022,64.0,X300,-1,3131,-2899,,card,0
1310,Mar 21 2022,949.0,425,0,N/A,error,,Credit Card,5%
1311,Oct 17 2022,301.0,,one,"₹3,712",error, ,cash ,10
1312,2024-01-06,829.0,,1,0,0,S03,Credit Card,5%
1313,Jun 18 2025,391.0,,2,"₹4,192",8384, ,CASH,0
1314,12/11/2021,643.0,X300,1,N/A,error,S03,upi,N/A
1315,2016.03.28,791.0,80,3,2658,7974, ,cash ,10
1316,2015.01.16,791.0,X300,2,2029,4058,S01,Credit Card,10
1317,Oct 13 2021,210.0,,3,4430,13290,S01,cash ,5%
1318,2015.10.24,1506.0,X300,-1,"₹2,710",-2710,S03,NetBanking,0
1319,2017-02-06,623.0,X300,0,1774,0,S02,CASH,10
1320,Jul 10 2025,1154.0,82,2,3272,6544,S01,CASH,0
1321,Nov 24 2022,938.0,,0,0,271, ,cash ,N/A
1322,2020-06-28,1552.0,278,-1,3690,-3690, ,cash ,10
1323,2016-10-23,283.0,463,0,0,-45,S02,card,5%
1324,Mar 23 2016,973.0,X300,1,0,0,,cash ,10
1325,Jan 13 2016,1025.0,287,-1,0,0,S03,upi,-50
1326,Mar 27 2019,510.0,482,3,1025,3075,S01,upi,5%
1327,25/11/2020,1556.0,,-1,0,217,S01,NetBanking,10
1328,2021-04-26,1211.0,,one,"₹4,981",error,,CASH,N/A
1329,04/03/2023,1449.0,401,-1,"₹2,278",-2709,S01,cash ,0
1330,Jul 15 2018,1349.0,360,one,"₹4,420",error,,cash ,-50
1331,Jan 16 2022,468.0,X300,one,0,error,S03,CASH,N/A
1332,2015.12.23,273.0,X300,one,0,error,S02,Credit Card,-50
1333,May 19 2025,149.0,416,one,N/A,error, ,Credit Card,N/A
1334,2015.04.26,787.0,257,3,N/A,error,S02,card,0
1335,Aug 26 2024,294.0,X300,0,3391,0,S01,CASH,5%
1336,Feb 28 2015,1136.0,74,0,152,-234, ,NetBanking,5%
1337,26/08/2022,881.0,176,-1,₹110,-110, ,upi,0
1338,11/02/2015,987.0,X300,3,"₹1,816",5448,S02,upi,0
1339,2017.11.26,1076.0,,0,0,0,S01,CASH,10
1340,2015-06-19,846.0,X300,1,3958,3958,S01,upi,-50
1341,Jan 07 2021,1438.0,280,0,"₹2,706",0,S03,NetBanking,5%
1342,Jun 25 2021,1283.0,,1,0,0,S02,card,5%
1343,2023-01-11,579.0,X300,-1,0,0,S03,upi,5%
1344,19/07/2016,875.0,,1,0,155, ,Credit Card,-50
1345,2025-02-05,950.0,X300,-1,0,-266,,NetBanking,0
1346,2022-05-14,1418.0,,-1,0,-83,S02,NetBanking,N/A
1347,03/03/2025,1463.0,X300,-1,0,0, ,Credit Card,0
1348,2024-01-03,1104.0,,one,N/A,error,S03,NetBanking,0
1349,29/07/2019,1461.0,,2,524,1048,S02,upi,5%
1350,10/05/2015,172.0,,one,N/A,error,S02,NetBanking,0
1351,04/10/2018,1288.0,,2,N/A,error,S03,card,10
1352,2021.04.19,803.0,423,0,"₹3,402",0,,card,10
1353,2024-05-08,1465.0,,-1,N/A,error,S02,card,0
1354,2018.10.05,521.0,X300,3,0,0, ,NetBanking,0
1355,05/01/2019,1068.0,X300,one,2336,error, ,upi,N/A
1356,2021.12.31,320.0,390,-1,4285,-4285,S03,NetBanking,0
1357,2019.04.24,193.0,X300,one,N/A,error,S02,cash ,0
1358,22/07/2019,851.0,,1,"₹1,471",1239,S01,CASH,-50
1359,Oct 17 2025,675.0,X300,3,N/A,error,S03,Credit Card,0
1360,01/09/2024,300.0,,1,"₹3,462",3462,,card,0
1361,2023.02.13,1491.0,445,0,0,202,S02,Credit Card,0
1362,13/02/2022,255.0,154,3,937,2811,,Credit Card,-50
1363,2024.06.19,916.0,X300,-1,3264,-3264,S03,upi,N/A
1364,Jun 18 2018,1442.0,,2,N/A,error,S03,upi,N/A
1365,2023-02-23,1202.0,,-1,N/A,error,,card,5%
1366,21/07/2019,1491.0,,0,"₹1,862",0,S01,card,10
1367,05/09/2017,2.0,X300,1,3083,3083, ,Credit Card,N/A
1368,2018-04-18,116.0,521,0,0,0,,NetBanking,0
1369,2023.08.20,720.0,X300,1,0,0, ,card,10
1370,2022-06-12,109.0,,3,1763,5289,S03,Credit Card,0
1371,2018.06.15,501.0,X300,3,"₹1,959",5877, ,upi,0
1372,28/12/2021,1039.0,,0,N/A,error,S02,Credit Card,-50
1373,2024.01.21,281.0,X300,one,2004,error,S03,card,N/A
1374,2017-07-20,708.0,303,3,N/A,error, ,cash ,N/A
1375,Dec 23 2016,290.0,X300,3,"₹2,360",7080,S02,cash ,10
1376,2024-08-29,188.0,X300,1,"₹4,861",4861,S01,upi,5%
1377,Dec 08 2022,596.0,161,one,0,error,S01,upi,10
1378,2019-09-16,1184.0,508,1,0,0, ,CASH,-50
1379,Sep 12 2017,1577.0,X300,-1,3138,-3138,S02,upi,-50
1380,Dec 28 2018,1554.0,X300,3,"₹1,252",4071,S03,CASH,N/A
1381,29/09/2016,752.0,424,one,0,error,,upi,0
1382,2015.11.29,543.0,,0,333,294,S02,cash ,0
1383,2018-01-18,702.0,X300,3,2815,8445,S03,CASH,10
1384,06/02/2025,1291.0,X300,3,"₹4,754",14262,S03,upi,0
1385,Apr 01 2024,1041.0,194,one,0,error,,upi,5%
1386,Feb 27 2025,889.0,X300,2,"₹1,045",2090,S01,NetBanking,0
1387,Jan 29 2021,86.0,X300,one,"₹4,665",error,S02,card,5%
1388,Dec 10 2024,1547.0,X300,one,N/A,error,S01,card,0
1389,04/06/2016,1460.0,X300,3,2177,6531,,CASH,10
1390,2023.09.24,71.0,,2,N/A,error,,CASH,5%
1391,29/01/2025,310.0,327,0,N/A,error, ,Credit Card,5%
1392,2017.09.15,250.0,X300,2,0,-206,S03,NetBanking,N/A
1393,2020.08.23,728.0,,2,N/A,error,,upi,-50
1394,2020.02.24,561.0,,-1,904,-904,S03,CASH,-50
1395,13/03/2024,297.0,84,1,₹675,675,S01,Credit Card,0
1396,Jan 10 2016,424.0,,one,"₹3,537",error,S01,CASH,-50
1397,2016-08-01,4.0,X300,-1,2135,-2302,S03,cash ,-50
1398,2020.11.11,76.0,281,-1,4510,-4510,,card,0
1399,2015.11.13,428.0,X300,-1,0,0,S02,CASH,10
1400,2021.06.05,548.0,X300,2,N/A,error,S03,NetBanking,-50
1401,2020.11.16,106.0,479,2,N/A,error,S02,upi,N/A
1402,Aug 22 2015,977.0,X300,-1,"₹3,448",-3448,,CASH,5%
1403,08/09/2019,926.0,X300,2,1820,3640,S01,Credit Card,0
1404,2020.05.02,1063.0,525,1,1208,1208,S02,CASH,N/A
1405,2017-07-05,1014.0,X300,2,N/A,error,,Credit Card,-50
1406,09/12/2018,1107.0,X300,one,N/A,error, ,Credit Card,N/A
1407,Jul 05 2025,290.0,41,1,"₹4,038",4038, ,Credit Card,0
1408,2023.04.25,68.0,91,one,N/A,error,S02,upi,N/A
1409,Jan 19 2025,75.0,X300,-1,"₹1,528",-1528,S01,Credit Card,10
1410,Jan 15 2018,1004.0,,0,"₹3,119",0,S03,upi,-50
1411,Jul 20 2017,1056.0,,one,4738,error,,cash ,-50
1412,Dec 03 2019,584.0,,one,"₹4,901",error,,card,N/A
1413,2017-07-31,1283.0,X300,3,N/A,error,S03,CASH,5%
1414,23/03/2020,1502.0,X300,1,325,325,S01,NetBanking,10
1415,20/10/2017,233.0,,0,4346,0,S02,NetBanking,N/A
1416,Mar 29 2023,954.0,278,2,"₹1,714",3428, ,card,5%
1417,2021-02-24,899.0,325,-1,"₹4,365",-4365, ,card,-50
1418,2022.01.03,148.0,239,3,3907,11721,,card,5%
1419,2020.01.04,801.0,,2,0,0,S02,cash ,N/A
1420,2021-02-24,352.0,X300,3,3285,9855,,upi,-50
1421,03/08/2018,452.0,X300,1,N/A,error,S02,Credit Card,0
1422,Jan 27 2019,262.0,244,3,925,2775,S02,cash ,10
1423,27/01/2020,1393.0,,1,"₹4,185",4185, ,card,-50
1424,2017-03-12,1001.0,X300,one,N/A,error,S03,CASH,-50
1425,2016-11-23,751.0,,1,N/A,error,S01,cash ,10
1426,17/07/2025,111.0,,-1,0,0,S02,NetBanking,N/A
1427,Mar 11 2023,207.0,,1,"₹2,231",2231,S03,NetBanking,N/A
1428,Sep 05 2022,60.0,204,-1,"₹1,106",-806,,NetBanking,-50
1429,2015.12.24,45.0,,-1,0,0,S01,upi,10
1430,Feb 24 2020,148.0,X300,1,N/A,error,,card,10
1431,2017.06.16,765.0,263,one,"₹4,928",error,S02,NetBanking,10
1432,May 19 2025,364.0,,one,0,error,S03,CASH,N/A
1433,Mar 30 2015,869.0,155,0,N/A,error,S03,card,N/A
1434,Apr 04 2015,1334.0,124,2,₹550,791,S03,card,0
1435,23/08/2020,14.0,,one,N/A,error,,upi,0
1436,2019-03-18,1222.0,X300,one,N/A,error,S03,CASH,N/A
1437,18/08/2017,1281.0,229,1,0,0,S02,NetBanking,N/A
1438,06/05/2018,726.0,X300,0,N/A,error,S01,card,10
1439,2016.05.09,767.0,359,one,2695,error,S03,cash ,-50
1440,2019-07-14,1139.0,536,-1,0,-487,S03,card,0
1441,2015-07-24,871.0,122,one,₹636,error,S02,NetBanking,-50
1442,2019-12-03,397.0,,0,0,0,S02,card,N/A
1443,2019.02.09,905.0,,2,N/A,error,S01,cash ,5%
1444,Oct 01 2018,598.0,,0,2555,0, ,upi,10
1445,2024-01-31,667.0,,2,0,0,,Credit Card,0
1446,19/09/2021,883.0,162,-1,0,0,S03,cash ,10
1447,20/01/2020,1106.0,113,3,N/A,error,S01,NetBanking,-50
1448,Nov 07 2023,202.0,,-1,"₹2,053",-2053,S02,upi,-50
1449,Jun 21 2023,1166.0,457,-1,"₹3,995",-3995,,card,-50
1450,2017.09.17,469.0,,-1,N/A,error,S01,NetBanking,-50
1451,Nov 12 2025,1449.0,X300,3,N/A,error,,cash ,N/A
1452,22/12/2024,1355.0,505,1,N/A,error,,NetBanking,5%
1453,2023.01.29,1423.0,X300,3,"₹3,829",11865,,cash ,-50
