product_id,product_name,category,price,cost,launch_date,discontinued
428,Product_BdMxM,Electronics,0,444,2020-09-25,FALSE
429,Product_OrJFi,Electronics,free,3119,Mar 03 2025,
430,Product_PUDgq,Stationery,-599,872,Nov 22 2025,
431,Product_eAgwT,Stationery,0,3951,2023.09.06,Yes
432,Product_BkieM,Apparel,3240,744,2018-03-22,No
433,Product_ERXwx,Stationery,₹292,1210,2023.05.10,
434,Product_ZlYIf,Apparel,free,2257,2025.01.11,no
435,Product_lddqI,Home & Kitchen,-601,1194,Aug 09 2015,no
436,Product_eqiMH,Footwear,"₹4,709",2058,16/05/2024,no
437,Product_YXvtv,Apparel,free,3230,2025-08-24,
438,Product_SznSb,Stationery,₹503,3703,2025.01.17,No
439,Product_VoGmM,Footwear,4895,2178,Jan 20 2017,Yes
440,Product_wuUKf,Footwear,"₹1,722",3390,2025.06.14,
441,Product_KzMsK,home &Kitchen,0,2204,2015-12-16,no
442,Product_VjlLP,Electronics,free,1756,26/03/2015,No
443,Product_FBhbj,home &Kitchen,-507,3558,2025.07.14,Yes
444,Product_iMZte,Toys,free,622,02/07/2017,no
445,Product_GDSdb,Home & Kitchen,0,2001,27/10/2023,FALSE
446,Product_hNxzh,Stationery,free,2186,17/07/2025,no
447,Product_MWVGJ,Home & Kitchen,2557,1199,2021.04.06,No
448,,Electronics,643,2179,2025-11-26,No
449,Product_mzmep,Stationery,-793,930,2016.09.02,Yes
450,Product_RNOyS,Stationery,0,3730,2024.02.19,No
451,Product_gKUUN,Electronics,1555,606,Mar 18 2023,FALSE
452,Product_oueUK,Stationery,"₹2,032",638,2018-07-30,FALSE
453,Product_qJUwA,Apparel,-275,1181,16/05/2024,
454,Product_EYSIF,Electronics,-813,445,Jul 10 2020,
455,Product_wiorx,Toys,108,55,03/04/2018,Yes
456,Product_oUrDM,Electronics,0,2085,May 21 2022,FALSE
457,,Stationery,free,2516,09/07/2021,No
458,Product_tYMzt,Toys,-979,2102,2018.03.21,
459,Product_kVfgj,home &Kitchen,3266,637,2019-02-27,no
460,Product_NDRqY,Stationery,-267,1660,Mar 24 2022,No
461,Product_IzwkC,Toys,0,2751,2022-08-18,
462,Product_ImFuy,Apparel,₹598,1344,19/05/2022,FALSE
463,Product_kLuEB,Home & Kitchen,"₹2,113",852,2020-10-01,
464,Product_mbQHR,Stationery,-991,469,26/11/2021,
465,Product_WFbkk,Home & Kitchen,free,595,2016.12.23,Yes
466,Product_BUxwM,home &Kitchen,"₹3,332",681,Jan 17 2024,
467,Product_nwXDD,Apparel,0,326,2015.05.16,No
468,Product_mhZKz,home &Kitchen,-143,696,2018-12-05,FALSE
469,Product_hpuXY,Apparel,0,2565,Dec 19 2017,
470,Product_byCJp,Apparel,-456,653,2020.09.12,FALSE
471,Product_KiKnP,Home & Kitchen,0,2461,2022-09-27,no
472,Product_FtloP,Apparel,630,2111,2019.04.13,FALSE
473,Product_hwTtJ,Toys,4731,2095,19/08/2018,No
474,Product_SyvTZ,home &Kitchen,-251,606,Jul 27 2023,FALSE
475,Product_CHJgw,Toys,2092,3724,16/10/2015,Yes
476,Product_GesBW,Footwear,4179,153,16/06/2017,No
477,Product_eMBFo,Electronics,free,1836,2017.02.15,Yes
478,Product_wrVzs,Stationery,0,865,Jul 22 2022,FALSE
479,Product_OQAzc,Toys,-113,3417,2020-08-20,Yes
480,Product_ogwZB,Footwear,-125,2417,Jul 01 2023,No
481,Product_hActc,Apparel,4239,3248,2023-05-06,FALSE
482,Product_vnWdY,Home & Kitchen,-768,1125,2025-10-12,FALSE
483,Product_VHWJt,Footwear,-949,1310,2020.02.17,FALSE
484,Product_LRuaH,Home & Kitchen,-444,1608,Jan 19 2018,Yes
485,Product_uttRS,Toys,3054,617,2019-01-14,no
486,Product_UlPDY,Footwear,free,1576,2016.01.30,
487,Product_hKNDW,home &Kitchen,"₹1,949",3639,2024-01-23,FALSE
488,Product_OqnHi,Electronics,-241,3763,2015-11-01,No
489,Product_COXPa,Footwear,"₹3,512",2036,2017-09-23,no
490,Product_PMjxG,Toys,-355,2237,Feb 01 2019,no
491,Product_VccsC,Stationery,-502,3164,03/12/2018,FALSE
492,Product_oJZMY,home &Kitchen,free,3593,2021-01-22,FALSE
493,Product_foBBP,Home & Kitchen,0,2968,2022-07-06,no
494,Product_bTvsR,home &Kitchen,2320,2493,May 21 2019,FALSE
495,Product_uzPws,Footwear,free,2782,2024.12.22,FALSE
496,Product_fwjwo,Toys,"₹1,481",1178,2018-06-22,FALSE
497,Product_Bdtke,Home & Kitchen,-419,3681,03/12/2015,Yes
498,Product_AypxR,Toys,1713,497,Feb 23 2017,No
499,Product_FYvii,Footwear,0,3690,2021.02.15,FALSE
500,Product_pBpoS,Apparel,"₹1,714",2938,Nov 03 2021,No
BADROW WITHOUT PROPER COLUMNS,,,,,,
